timestamp,cam2,cam4,cam6,angleX,angleY,angleZ
20250222_153130,img/cam2_20250222_153130.jpg,img/cam4_20250222_153130.jpg,img/cam6_20250222_153130.jpg,13.3,17.44,12.67
20250222_153130,img/cam2_20250222_153130.jpg,img/cam4_20250222_153130.jpg,img/cam6_20250222_153130.jpg,13.68,17.4,23.66
20250222_153131,img/cam2_20250222_153131.jpg,img/cam4_20250222_153131.jpg,img/cam6_20250222_153131.jpg,12.48,18.63,20.29
20250222_153131,img/cam2_20250222_153131.jpg,img/cam4_20250222_153131.jpg,img/cam6_20250222_153131.jpg,11.21,19.58,12.51
20250222_153132,img/cam2_20250222_153132.jpg,img/cam4_20250222_153132.jpg,img/cam6_20250222_153132.jpg,10.07,19.71,12.74
20250222_153132,img/cam2_20250222_153132.jpg,img/cam4_20250222_153132.jpg,img/cam6_20250222_153132.jpg,9.36,19.92,13.08
20250222_153133,img/cam2_20250222_153133.jpg,img/cam4_20250222_153133.jpg,img/cam6_20250222_153133.jpg,8.65,20.07,13.28
20250222_153134,img/cam2_20250222_153134.jpg,img/cam4_20250222_153134.jpg,img/cam6_20250222_153134.jpg,8.01,20.48,13.61
20250222_153134,img/cam2_20250222_153134.jpg,img/cam4_20250222_153134.jpg,img/cam6_20250222_153134.jpg,7.21,20.99,12.16
20250222_153135,img/cam2_20250222_153135.jpg,img/cam4_20250222_153135.jpg,img/cam6_20250222_153135.jpg,6.65,21.09,14.36
20250222_153135,img/cam2_20250222_153135.jpg,img/cam4_20250222_153135.jpg,img/cam6_20250222_153135.jpg,6.06,20.8,16.79
20250222_153136,img/cam2_20250222_153136.jpg,img/cam4_20250222_153136.jpg,img/cam6_20250222_153136.jpg,5.23,20.98,14.82
20250222_153136,img/cam2_20250222_153136.jpg,img/cam4_20250222_153136.jpg,img/cam6_20250222_153136.jpg,4.23,21.83,10.36
20250222_153137,img/cam2_20250222_153137.jpg,img/cam4_20250222_153137.jpg,img/cam6_20250222_153137.jpg,3.86,21.71,12.13
20250222_153137,img/cam2_20250222_153137.jpg,img/cam4_20250222_153137.jpg,img/cam6_20250222_153137.jpg,3.79,21.7,19.13
20250222_153138,img/cam2_20250222_153138.jpg,img/cam4_20250222_153138.jpg,img/cam6_20250222_153138.jpg,3.1,22.18,18.79
20250222_153138,img/cam2_20250222_153138.jpg,img/cam4_20250222_153138.jpg,img/cam6_20250222_153138.jpg,1.55,23.39,11.34
20250222_153139,img/cam2_20250222_153139.jpg,img/cam4_20250222_153139.jpg,img/cam6_20250222_153139.jpg,0.91,23.76,8.02
20250222_153139,img/cam2_20250222_153139.jpg,img/cam4_20250222_153139.jpg,img/cam6_20250222_153139.jpg,0.52,24.09,7.29
20250222_153140,img/cam2_20250222_153140.jpg,img/cam4_20250222_153140.jpg,img/cam6_20250222_153140.jpg,0.4,24.43,7.1
20250222_153140,img/cam2_20250222_153140.jpg,img/cam4_20250222_153140.jpg,img/cam6_20250222_153140.jpg,0.26,24.4,7.86
20250222_153141,img/cam2_20250222_153141.jpg,img/cam4_20250222_153141.jpg,img/cam6_20250222_153141.jpg,-0.3,24.09,5.71
20250222_153141,img/cam2_20250222_153141.jpg,img/cam4_20250222_153141.jpg,img/cam6_20250222_153141.jpg,-0.48,23.99,5.43
20250222_153142,img/cam2_20250222_153142.jpg,img/cam4_20250222_153142.jpg,img/cam6_20250222_153142.jpg,-0.63,24.0,5.73
20250222_153142,img/cam2_20250222_153142.jpg,img/cam4_20250222_153142.jpg,img/cam6_20250222_153142.jpg,-0.7,24.03,6.49
20250222_153143,img/cam2_20250222_153143.jpg,img/cam4_20250222_153143.jpg,img/cam6_20250222_153143.jpg,-0.67,23.76,11.46
20250222_153143,img/cam2_20250222_153143.jpg,img/cam4_20250222_153143.jpg,img/cam6_20250222_153143.jpg,-1.07,24.09,11.26
20250222_153144,img/cam2_20250222_153144.jpg,img/cam4_20250222_153144.jpg,img/cam6_20250222_153144.jpg,-1.69,24.07,11.1
20250222_153144,img/cam2_20250222_153144.jpg,img/cam4_20250222_153144.jpg,img/cam6_20250222_153144.jpg,-1.89,24.12,15.42
20250222_153145,img/cam2_20250222_153145.jpg,img/cam4_20250222_153145.jpg,img/cam6_20250222_153145.jpg,-1.6,23.89,27.2
20250222_153145,img/cam2_20250222_153145.jpg,img/cam4_20250222_153145.jpg,img/cam6_20250222_153145.jpg,-1.23,24.76,38.77
20250222_153146,img/cam2_20250222_153146.jpg,img/cam4_20250222_153146.jpg,img/cam6_20250222_153146.jpg,-3.76,25.87,33.62
20250222_153146,img/cam2_20250222_153146.jpg,img/cam4_20250222_153146.jpg,img/cam6_20250222_153146.jpg,-4.56,27.08,33.86
20250222_153147,img/cam2_20250222_153147.jpg,img/cam4_20250222_153147.jpg,img/cam6_20250222_153147.jpg,-6.45,28.56,25.98
20250222_153147,img/cam2_20250222_153147.jpg,img/cam4_20250222_153147.jpg,img/cam6_20250222_153147.jpg,-9.05,28.98,5.83
20250222_153148,img/cam2_20250222_153148.jpg,img/cam4_20250222_153148.jpg,img/cam6_20250222_153148.jpg,-9.42,29.5,-0.37
20250222_153148,img/cam2_20250222_153148.jpg,img/cam4_20250222_153148.jpg,img/cam6_20250222_153148.jpg,-8.76,29.5,2.89
20250222_153149,img/cam2_20250222_153149.jpg,img/cam4_20250222_153149.jpg,img/cam6_20250222_153149.jpg,-8.06,29.3,9.23
20250222_153149,img/cam2_20250222_153149.jpg,img/cam4_20250222_153149.jpg,img/cam6_20250222_153149.jpg,-7.72,28.94,14.4
20250222_153150,img/cam2_20250222_153150.jpg,img/cam4_20250222_153150.jpg,img/cam6_20250222_153150.jpg,-8.0,28.98,14.57
20250222_153150,img/cam2_20250222_153150.jpg,img/cam4_20250222_153150.jpg,img/cam6_20250222_153150.jpg,-8.56,28.58,13.74
20250222_153151,img/cam2_20250222_153151.jpg,img/cam4_20250222_153151.jpg,img/cam6_20250222_153151.jpg,-9.13,28.99,9.03
20250222_153151,img/cam2_20250222_153151.jpg,img/cam4_20250222_153151.jpg,img/cam6_20250222_153151.jpg,-8.82,29.42,13.46
20250222_153152,img/cam2_20250222_153152.jpg,img/cam4_20250222_153152.jpg,img/cam6_20250222_153152.jpg,-9.02,28.97,16.15
20250222_153152,img/cam2_20250222_153152.jpg,img/cam4_20250222_153152.jpg,img/cam6_20250222_153152.jpg,-8.76,30.17,22.99
20250222_153153,img/cam2_20250222_153153.jpg,img/cam4_20250222_153153.jpg,img/cam6_20250222_153153.jpg,-8.75,29.26,35.11
20250222_153153,img/cam2_20250222_153153.jpg,img/cam4_20250222_153153.jpg,img/cam6_20250222_153153.jpg,-9.94,31.72,34.07
20250222_153154,img/cam2_20250222_153154.jpg,img/cam4_20250222_153154.jpg,img/cam6_20250222_153154.jpg,-11.05,31.82,35.86
20250222_153154,img/cam2_20250222_153154.jpg,img/cam4_20250222_153154.jpg,img/cam6_20250222_153154.jpg,-12.35,33.02,39.81
20250222_153155,img/cam2_20250222_153155.jpg,img/cam4_20250222_153155.jpg,img/cam6_20250222_153155.jpg,-13.84,34.32,34.41
20250222_153155,img/cam2_20250222_153155.jpg,img/cam4_20250222_153155.jpg,img/cam6_20250222_153155.jpg,-15.86,35.23,26.86
20250222_153156,img/cam2_20250222_153156.jpg,img/cam4_20250222_153156.jpg,img/cam6_20250222_153156.jpg,-17.38,36.09,18.07
20250222_153156,img/cam2_20250222_153156.jpg,img/cam4_20250222_153156.jpg,img/cam6_20250222_153156.jpg,-18.02,34.88,17.63
20250222_153157,img/cam2_20250222_153157.jpg,img/cam4_20250222_153157.jpg,img/cam6_20250222_153157.jpg,-18.14,35.17,20.58
20250222_153157,img/cam2_20250222_153157.jpg,img/cam4_20250222_153157.jpg,img/cam6_20250222_153157.jpg,-19.01,35.21,19.96
20250222_153158,img/cam2_20250222_153158.jpg,img/cam4_20250222_153158.jpg,img/cam6_20250222_153158.jpg,-19.85,35.74,11.88
20250222_153158,img/cam2_20250222_153158.jpg,img/cam4_20250222_153158.jpg,img/cam6_20250222_153158.jpg,-20.46,36.31,1.54
20250222_153159,img/cam2_20250222_153159.jpg,img/cam4_20250222_153159.jpg,img/cam6_20250222_153159.jpg,-21.73,37.26,-19.02
20250222_153159,img/cam2_20250222_153159.jpg,img/cam4_20250222_153159.jpg,img/cam6_20250222_153159.jpg,-19.84,37.54,-14.27
20250222_153200,img/cam2_20250222_153200.jpg,img/cam4_20250222_153200.jpg,img/cam6_20250222_153200.jpg,-16.5,36.36,13.78
20250222_153200,img/cam2_20250222_153200.jpg,img/cam4_20250222_153200.jpg,img/cam6_20250222_153200.jpg,-16.07,36.43,19.51
20250222_153201,img/cam2_20250222_153201.jpg,img/cam4_20250222_153201.jpg,img/cam6_20250222_153201.jpg,-15.38,36.22,34.2
20250222_153201,img/cam2_20250222_153201.jpg,img/cam4_20250222_153201.jpg,img/cam6_20250222_153201.jpg,-16.64,36.74,29.77
20250222_153202,img/cam2_20250222_153202.jpg,img/cam4_20250222_153202.jpg,img/cam6_20250222_153202.jpg,-17.61,37.21,25.24
20250222_153202,img/cam2_20250222_153202.jpg,img/cam4_20250222_153202.jpg,img/cam6_20250222_153202.jpg,-17.88,37.56,25.56
20250222_153203,img/cam2_20250222_153203.jpg,img/cam4_20250222_153203.jpg,img/cam6_20250222_153203.jpg,-18.82,38.15,20.26
20250222_153203,img/cam2_20250222_153203.jpg,img/cam4_20250222_153203.jpg,img/cam6_20250222_153203.jpg,-20.0,38.5,8.62
20250222_153204,img/cam2_20250222_153204.jpg,img/cam4_20250222_153204.jpg,img/cam6_20250222_153204.jpg,-20.19,38.79,3.79
20250222_153204,img/cam2_20250222_153204.jpg,img/cam4_20250222_153204.jpg,img/cam6_20250222_153204.jpg,-20.24,38.9,-1.99
20250222_153205,img/cam2_20250222_153205.jpg,img/cam4_20250222_153205.jpg,img/cam6_20250222_153205.jpg,-19.83,39.26,-1.96
20250222_153205,img/cam2_20250222_153205.jpg,img/cam4_20250222_153205.jpg,img/cam6_20250222_153205.jpg,-19.0,39.1,0.86
20250222_153206,img/cam2_20250222_153206.jpg,img/cam4_20250222_153206.jpg,img/cam6_20250222_153206.jpg,-17.6,38.85,11.51
20250222_153206,img/cam2_20250222_153206.jpg,img/cam4_20250222_153206.jpg,img/cam6_20250222_153206.jpg,-17.52,38.85,11.73
20250222_153207,img/cam2_20250222_153207.jpg,img/cam4_20250222_153207.jpg,img/cam6_20250222_153207.jpg,-16.86,38.4,19.29
20250222_153207,img/cam2_20250222_153207.jpg,img/cam4_20250222_153207.jpg,img/cam6_20250222_153207.jpg,-17.07,38.32,20.46
20250222_153208,img/cam2_20250222_153208.jpg,img/cam4_20250222_153208.jpg,img/cam6_20250222_153208.jpg,-17.3,38.26,20.48
20250222_153208,img/cam2_20250222_153208.jpg,img/cam4_20250222_153208.jpg,img/cam6_20250222_153208.jpg,-17.82,38.58,17.41
20250222_153209,img/cam2_20250222_153209.jpg,img/cam4_20250222_153209.jpg,img/cam6_20250222_153209.jpg,-18.15,38.97,16.48
20250222_153209,img/cam2_20250222_153209.jpg,img/cam4_20250222_153209.jpg,img/cam6_20250222_153209.jpg,-18.48,38.74,16.31
20250222_153210,img/cam2_20250222_153210.jpg,img/cam4_20250222_153210.jpg,img/cam6_20250222_153210.jpg,-18.58,38.77,16.89
20250222_153210,img/cam2_20250222_153210.jpg,img/cam4_20250222_153210.jpg,img/cam6_20250222_153210.jpg,-18.48,39.07,21.04
20250222_153211,img/cam2_20250222_153211.jpg,img/cam4_20250222_153211.jpg,img/cam6_20250222_153211.jpg,-19.2,39.19,18.38
20250222_153211,img/cam2_20250222_153211.jpg,img/cam4_20250222_153211.jpg,img/cam6_20250222_153211.jpg,-19.73,39.21,14.99
20250222_153212,img/cam2_20250222_153212.jpg,img/cam4_20250222_153212.jpg,img/cam6_20250222_153212.jpg,-19.35,38.81,19.33
20250222_153212,img/cam2_20250222_153212.jpg,img/cam4_20250222_153212.jpg,img/cam6_20250222_153212.jpg,-19.48,38.53,21.27
20250222_153213,img/cam2_20250222_153213.jpg,img/cam4_20250222_153213.jpg,img/cam6_20250222_153213.jpg,-19.37,39.14,21.84
20250222_153213,img/cam2_20250222_153213.jpg,img/cam4_20250222_153213.jpg,img/cam6_20250222_153213.jpg,-19.87,38.94,21.72
20250222_153214,img/cam2_20250222_153214.jpg,img/cam4_20250222_153214.jpg,img/cam6_20250222_153214.jpg,-20.92,39.09,16.27
20250222_153214,img/cam2_20250222_153214.jpg,img/cam4_20250222_153214.jpg,img/cam6_20250222_153214.jpg,-20.96,39.47,14.6
20250222_153215,img/cam2_20250222_153215.jpg,img/cam4_20250222_153215.jpg,img/cam6_20250222_153215.jpg,-21.4,39.64,7.44
20250222_153215,img/cam2_20250222_153215.jpg,img/cam4_20250222_153215.jpg,img/cam6_20250222_153215.jpg,-21.21,39.82,7.11
20250222_153216,img/cam2_20250222_153216.jpg,img/cam4_20250222_153216.jpg,img/cam6_20250222_153216.jpg,-20.71,39.63,8.65
20250222_153216,img/cam2_20250222_153216.jpg,img/cam4_20250222_153216.jpg,img/cam6_20250222_153216.jpg,-19.91,39.45,15.4
20250222_153217,img/cam2_20250222_153217.jpg,img/cam4_20250222_153217.jpg,img/cam6_20250222_153217.jpg,-19.93,39.51,15.61
20250222_153217,img/cam2_20250222_153217.jpg,img/cam4_20250222_153217.jpg,img/cam6_20250222_153217.jpg,-20.0,39.58,15.74
20250222_153218,img/cam2_20250222_153218.jpg,img/cam4_20250222_153218.jpg,img/cam6_20250222_153218.jpg,-20.07,39.63,15.91
20250222_153218,img/cam2_20250222_153218.jpg,img/cam4_20250222_153218.jpg,img/cam6_20250222_153218.jpg,-19.96,39.22,18.39
20250222_153219,img/cam2_20250222_153219.jpg,img/cam4_20250222_153219.jpg,img/cam6_20250222_153219.jpg,-19.98,39.51,19.63
20250222_153219,img/cam2_20250222_153219.jpg,img/cam4_20250222_153219.jpg,img/cam6_20250222_153219.jpg,-20.44,39.74,18.97
20250222_153220,img/cam2_20250222_153220.jpg,img/cam4_20250222_153220.jpg,img/cam6_20250222_153220.jpg,-20.86,39.93,18.69
20250222_153220,img/cam2_20250222_153220.jpg,img/cam4_20250222_153220.jpg,img/cam6_20250222_153220.jpg,-21.25,39.85,21.24
20250222_153221,img/cam2_20250222_153221.jpg,img/cam4_20250222_153221.jpg,img/cam6_20250222_153221.jpg,-21.62,39.81,21.67
20250222_153221,img/cam2_20250222_153221.jpg,img/cam4_20250222_153221.jpg,img/cam6_20250222_153221.jpg,-21.81,39.8,22.92
20250222_153222,img/cam2_20250222_153222.jpg,img/cam4_20250222_153222.jpg,img/cam6_20250222_153222.jpg,-22.22,39.79,22.94
20250222_153223,img/cam2_20250222_153223.jpg,img/cam4_20250222_153223.jpg,img/cam6_20250222_153223.jpg,-22.92,39.92,22.8
20250222_153223,img/cam2_20250222_153223.jpg,img/cam4_20250222_153223.jpg,img/cam6_20250222_153223.jpg,-23.1,38.81,23.54
20250222_153224,img/cam2_20250222_153224.jpg,img/cam4_20250222_153224.jpg,img/cam6_20250222_153224.jpg,-24.19,39.52,19.29
20250222_153224,img/cam2_20250222_153224.jpg,img/cam4_20250222_153224.jpg,img/cam6_20250222_153224.jpg,-24.25,39.72,19.09
20250222_153225,img/cam2_20250222_153225.jpg,img/cam4_20250222_153225.jpg,img/cam6_20250222_153225.jpg,-24.61,39.55,18.84
20250222_153225,img/cam2_20250222_153225.jpg,img/cam4_20250222_153225.jpg,img/cam6_20250222_153225.jpg,-25.9,40.62,6.88
20250222_153226,img/cam2_20250222_153226.jpg,img/cam4_20250222_153226.jpg,img/cam6_20250222_153226.jpg,-26.53,41.12,-3.09
20250222_153226,img/cam2_20250222_153226.jpg,img/cam4_20250222_153226.jpg,img/cam6_20250222_153226.jpg,-28.29,43.26,-34.65
20250222_153227,img/cam2_20250222_153227.jpg,img/cam4_20250222_153227.jpg,img/cam6_20250222_153227.jpg,-27.35,44.74,-39.07
20250222_153227,img/cam2_20250222_153227.jpg,img/cam4_20250222_153227.jpg,img/cam6_20250222_153227.jpg,-24.58,47.05,-31.73
20250222_153228,img/cam2_20250222_153228.jpg,img/cam4_20250222_153228.jpg,img/cam6_20250222_153228.jpg,-23.21,47.18,-29.17
20250222_153228,img/cam2_20250222_153228.jpg,img/cam4_20250222_153228.jpg,img/cam6_20250222_153228.jpg,-19.42,47.59,-11.25
20250222_153229,img/cam2_20250222_153229.jpg,img/cam4_20250222_153229.jpg,img/cam6_20250222_153229.jpg,-18.29,48.27,-14.82
20250222_153229,img/cam2_20250222_153229.jpg,img/cam4_20250222_153229.jpg,img/cam6_20250222_153229.jpg,-17.48,49.22,-22.27
20250222_153230,img/cam2_20250222_153230.jpg,img/cam4_20250222_153230.jpg,img/cam6_20250222_153230.jpg,-15.99,49.95,-24.14
20250222_153230,img/cam2_20250222_153230.jpg,img/cam4_20250222_153230.jpg,img/cam6_20250222_153230.jpg,-14.59,50.2,-24.56
20250222_153231,img/cam2_20250222_153231.jpg,img/cam4_20250222_153231.jpg,img/cam6_20250222_153231.jpg,-13.35,51.12,-18.52
20250222_153231,img/cam2_20250222_153231.jpg,img/cam4_20250222_153231.jpg,img/cam6_20250222_153231.jpg,-11.91,50.79,-15.44
20250222_153232,img/cam2_20250222_153232.jpg,img/cam4_20250222_153232.jpg,img/cam6_20250222_153232.jpg,-10.61,50.98,-13.46
20250222_153232,img/cam2_20250222_153232.jpg,img/cam4_20250222_153232.jpg,img/cam6_20250222_153232.jpg,-9.31,50.95,-9.09
20250222_153233,img/cam2_20250222_153233.jpg,img/cam4_20250222_153233.jpg,img/cam6_20250222_153233.jpg,-8.21,50.94,-4.05
20250222_153233,img/cam2_20250222_153233.jpg,img/cam4_20250222_153233.jpg,img/cam6_20250222_153233.jpg,-7.52,50.79,-0.93
20250222_153234,img/cam2_20250222_153234.jpg,img/cam4_20250222_153234.jpg,img/cam6_20250222_153234.jpg,-7.09,50.87,0.52
20250222_153234,img/cam2_20250222_153234.jpg,img/cam4_20250222_153234.jpg,img/cam6_20250222_153234.jpg,-6.8,50.63,0.6
20250222_153235,img/cam2_20250222_153235.jpg,img/cam4_20250222_153235.jpg,img/cam6_20250222_153235.jpg,-6.66,50.82,0.02
20250222_153235,img/cam2_20250222_153235.jpg,img/cam4_20250222_153235.jpg,img/cam6_20250222_153235.jpg,-6.53,51.07,0.08
20250222_153236,img/cam2_20250222_153236.jpg,img/cam4_20250222_153236.jpg,img/cam6_20250222_153236.jpg,-6.14,51.22,0.7
20250222_153236,img/cam2_20250222_153236.jpg,img/cam4_20250222_153236.jpg,img/cam6_20250222_153236.jpg,-5.74,51.21,3.17
